id,comment
@gracekang8427,저도 액티브하게 골프&하이킹운동하는 50대주부인데 허리디스크로 운동의 한계가있네요.  지금까지 내린결론은 언제나 바른자세와 허리 굽히지말고 웨이트시 무게에 욕심버리기네요.꾸준히 무리없이.그래도 전문가님이 셋트운동루틴만들어주심 좋겠어요.감사합니당!
@user-cl8yr8ke4f,자전거타다가 숨차죽을뻔해서 지금 15분만에 뻗었습니다. 씐나게 달렸어요ㅋㅋ 페이스조절이 안될만큼 신나는 곡이네요. 리듬대로 운동할수있을때까지 화이팅!
@user-kl1pj3rk5o,노래가 정말 좋네요^^
@lauralee2946,덕분에 즐겁게 운동했습니다
@user-hc7tt2of4q,등 운동 하는 날인데 열심히 땡겨볼게요ㅎㅎ
@kwanghoonlee8086,갑자기 운동이 급 땡깁니다~!!
@user-yg9bk7ed7o,음악이 넘 좋아요  리듬이 절로 몸을 뭄직이네여
@user-oc2df2zo1n,아이들과 집안에서 운동시작이요~^^음악이..너무 흥겹네요!!
@user-tq5dq1mq1b,이게 무슨일이예요... 운동할때 들을 리스트 계속 찾고있었는데 ㅠㅠㅠ 여기 정착할게요 아드레날린 짱짱!! 유산소 30분정도 돌다가 웨이트 하면 딱이예요
@rangs4589,크..음악마저 완벽시간 가는줄 모르고 운동합니당
@amberc9390,플리 조타...! 역시 운동 좀 해본 사람이 운동할 때 맛깔나는 음악을 아는구만
@user-fo5er1nz2v,시작부터 좋은데요~~~♡즐거운 운동 득근득근 ~♡
@user-jg9gb3kd4j,덕분에 신나게 운동시작합니다! ><
@sy-cr8xs,내일 피티 받으러 갈때 들으면서가야할듯 싶어요  왠지 신날것 같아요음악 듣는거 무지 좋아해서 헬스장운동 하는게 젤 행복하고 딸아이 잠시잊어버리고 제 시간을 가질수 있는 시간 2시간 이지만 그게 힐링하는시간이어서 ㅠㅠ젤 짜릿하게 하루를보내는데 음악이 짱이죠
@user-fg9ut2lt7k,노래가 다 재밌고 신나요 딱 운동하기 좋은음악~
@kkoanna3845,진짜 너무 신나요 !!!!
@user-pe6tj4ld6z,새로운 노래 나왓으면 바로 운동하러가야지~~~
@dex_1208,진짜 여지껏 들은 핼스 노래중 젤 맘에든다
@tv-dc9im,노래진짜좋아요 핏블리님짱
@soultree-lala,대박!!!넘 쒼나고 좋아요^^
@user-bp2di3nc3t,운동 할때마다 자동으로 찾게되는 음악들입니다~오프닝부터 들썩들썩~
@happyphilosophy3618,노래 진짜 좋은 것들만 있네요!!!!!!!!!감사합니다!!!!!!!!!!!!!!!!!
@krismep,오늘도 덕분에 즐거운 운동. 광고 없이 .감사합니다
@user-gp1ti2gr8e,러닝할때 들으니까 좋네요
@user-hz2zz5dp2k,저두 한달 쉬면서 7키로 찌운살 빼려고 ㅋㅋ 걷다가 우연히 검색해서 틀었는데 넘나 ~굿굿ㅎ
@user-ml2en7wi4g,스쿼트하면서듣고있습니다강제로 헬스장온 느낌인데즐겁고 신나게 운동합니다저에게운동은 삶에 활력소입니다
@user-st5dt2bd5p,대박~~~신나용~운동제대로하겠는데용~~~?
@run.0han,마라톤 대회 나가는데 노래 다운 받고 싶네요좋은 노래 감사합니다
@user-xg5xr1fl2g,최고예요??땀흠뻑 러닝머신 즐겁게 달렸어요
@user-cz5gh8sl9c,운동 할 때 노래 들었어욤:3
@user-wk2qq6zz5k,낼 공복 운동때 바로 들어야지 감사요 ^^
@user-cx9rd7lz2y,운동노래 좋아요~~
@user-pp5qc5yc2l,후.. 다듣고나니까 운동이 끝나있었습니다 감사합니다 후..
@BeautifulKendo-happy,"이보다..더..좋은.운동곡""..또 있을까..☆감상잘했습니다"
@user-ps8ft5rd9c,너무좋아요. 감사합니다
@user-le9ck4qx8n,운동할때항상ㄷ.ㄷ고있어요너무좋아요
@user-qo8dr3pg6y,아따 좋은 노래만 들어있네~ 후반도 좋은 노래로 가득하길~~
@user-wk2qq6zz5k,지금 운동하면서 노래 듣는데 신나요
@chachakim448,저는 덕분에 운동도 지속하고있는데 무너지지마요
@user-xk6se9uv8y,노래듣고 6개월째 운동중입니다~^_^
@vagabon213,"저는 개인적으로 드림캐쳐의 break the wall을 들어요가사에 힘껏 일어나, 다시 일어나 등 무거운거를 들때 좋은 내용이 있어서요ㅋ음악도 좋구욯ㅎ"
@user-cc1xr8dy6g,첫곡부터 좋아요.자면서 들을게요!
@ajh4771,역시 최고 !
@user-oy2ge1ew3r,최고입니다!!!
@user-kf6mt4sx5d,너무 좋아아ㅏ아ㅏㅏ아아아아ㅏ아아
@user-et9yw9jh4t,이걸로 다이어트 할려구요! 좋은 음악 감사합니다
@user-yw8mo6ek1q,감사합니다 운동할때 핏블리노래가 젤좋아여
@user-hz4wi4wr2i,블리형님이 이런 노래를 즐겨 듣는단 말이지? 흠
@odariii4470,진짜 이거만한게 없ㅇ요. 런닝머신 뛸때 지옥임
@user-sjeifmgoeishzh6jf,뭐 새로운 시작 새로운 출발 활기찬 출근 기분   출근때 차에서 들어야겟다
@user-ur1nr7iz7c,여전히 잘 듣고 있습니다 ㅎㅎㅎㅎ
@tngus5326,우리 헬스장도 핏블리님 노래 틀더라고요??
@dongguworld,노래 좋아요 ㅎ
@binasa8472,오늘 운동 시작했는데 음악 덕분에 달립니다~~ 우후~~
@user-ms1bg1cs5y,이런 컨텐츠 조아효♡
@user-lo5se1nd9x,노래좋다
@user-np7on3kd5n,힙합알엔비 틀어주는 헬스장 잇으면 참 즐거울텐데
@magshim,기대이상으로 너무 적절하네요.
@flytothemama,핏블리님 아침부터 션케 뛰었습니다. 노래 고마워유 ^^*
@hanvitpark6555,전 퇴근길에 운전하면서 들을게요ㅋㅋㅋ피곤 날아갈 듯ㅋㅋ
@hgl2583,캬 첫곡부터 아드레날린 뿜뿜!!
@comotosk4579,항상 돌고돌아 여기로 정착하게됨 ㅠ
@user-uh9wf7dl2j,이노래로 주넘기함 연습150개넘개함ㄷㄷ ㄷㄷ ㄷㄷ
@ngchajsa,졸려서 틀었는데 ㅋㅋ어깨부터 깨네요 ~덩실덩실
@baerongbaerong,운동 가려고 틀었다가 누워서 궁둥이 흔들고 있는 나는 ..
@nana-uk8bx,짱이다 진짜 10월부터 운동해야지
@user-em5oi2qg2g,근데 여기 나오는 노래 거의다 멜론에 없던데 어떻게 된거죠? ㅠㅠ
@woo9412,한시간짜리네 딱이다 2배속으로 들어야지
@user-kf9vk4gx1f,노래 들으면서 용두산공원에서 열심히 걷고 있습니다. 신나네요
@qaws451,아 노래 좋다 노래 좋아서 구독함
@leekilee3114,와 첫곡부터 넘좋아요오오 롸잇웨잇베베~~!!!
@user-qy4vr4gh4d,나만 이거 공부할때 듣나?ㅋㅋㅋㅋ
@user-hu9zp6il1w,첫 소절듣자마자 ‘아 게임끝났다-‘ 바로 좋아요 눌러버림
@user-dy4xd2he1u,까비~ 방금 밥먹었는데 소화 음악으로 들을게요~
@junekim1809,첫번째 노래 제목좀 누가 가르쳐주세요ㅜㅜ
@zzas326,내일부터 바로 듣겠습니다
@minnss312,업뎃 쏘리쥘러~~~~~~~~~~~오ㅜ 운동 방금 끝났는데 낼 새벽아침에 하체 조져야겠다
@seowoo961,41:57 이 노래 뭔가 Geometry dash Lite 게임에서 들어본 거 같음 익숙한 브금..
@user-kn9vr4pl4t,핏블리님 다는 못 들었지만 그래도 57:41초까지는 들었어용
@user-pl7pw4ch7r,첫번째 노래는 제가 운동할 때 듣는 노래 해요
@user-cd8dz8on3g,1:07:40내가쓸려고 만든 반복재생
@user-mq5do6tj7x,이런 컨텐츠 좋은데 오늘 운동은 끝났다..
@Jin__jung,10/31 2:10 ~ 8:31~13:40
@user-sn3zf2yk9c,노래듣다가 분유먹이던 둘째신생아 안고 바벨컬 하다 와이프에게 등짝스매싱맞고 혈류가 등에 몰리어 등조지러 왔습니다
@user-fj2pt1xu4c,내일도 운동가야겟구만
@user-ks1qh2xh8l,노래 좋아
@user-yg5op3ch6p,이게 잴 좋음
@user-jz7mu3oj2m,이번에는 꼭 다이어트 성공한다...
@user-hc5ew8mh6m,제주도 한 바퀴 뛰면서 여기 채널 노래만 들었습니다 감사합니다.~
@michaellee9703,검색해서 이플리만 찾고 있었다고요 
@highway7229,좋다 힘내라 이번엔 진짜 한다 정말 가자
@user-ov7ij4sh2z,오 좋당
@park9043,역에서 집까지 신나게 걸어왔습니다^^
@user-lx9ym5yc4u,세상은 날 알게 될 것이다
@time4497,
@gjfpgjtlr,흠 급추워진 날씨때문인지 ?  코로나 때문인지?  헬스장에 사람이 한명두 없네용 오늘 가슴 등 찢고가야징 ㅎㅎ
@7cleanshot,와 ㅋㅋ 이런것 까지 ㄷㄷ
@u0626,크
@user-kw7cl3cs8e,
@user-sg7ef1jg5w,오 오늘 이거 듣고해볼게여
@user-xx3wp5de5h,락보다는 edm쪽이라 별로ㅠㅠ
@user-xj7jc8rz4t,좋아요
@user-zl5kp6yh2d,즐감하고 있습니다.~~♧♧
@user-bi5ul7pz1x,로니콜먼으로 진화하겠습니다
@user-kn8du3ee8p,굿
@nasalo5279,퇴근하고 운동하러 가는길  2빠
@kimvlog1,:)
@user-ex1qf5tr7z,하체 조졋다
@user-fk5np6dy1j,000ㅔㅖㅇ4ㄱ
@leeyagi2241,그래 바로 이거야
@user-sq2ti8rl3w,ㅣ1ㅣㅣㅣ1111111111ㅣ1ㅣ1
@darkness3488,광고있네욯ㅎ
@chijin2421,ㅖ8ㅣ?
@gwkim4561,핏블옵하 케이팝 있으면 소개 ~~
@user-hw6pn4fm7r,보정하신거 조금 킹받네요
@yewon0705,아 까비 오늘운동하고 왔는데 내일 듣겠습니다~3빠
@minji4028,1:07:40
@user-zf1fy8tg8j,1:07:39
@wooksfood,썸네일의 남자가 처음보는 사람이라 이끌려 들어왔습니다
@user-dl8zt1ok9r,45:09
@user-cu8vy1jt5k,1:07:35
@uiohere1,아 썸네일 포즈보고 1시간 제로투 도전하신줄
@user-wu1tl8wf2y,21.12.06 출석 1일차
@user-dx8cy4iz4d,1:07:59
@K_SURU,이제 썸넬 낯설....ㅋㅋㅋ
@user-jh6zy9rj5i,1:20:00
@sji7503,광고 진짜없나?
@user-tt6ef8bo1f,1:10:00
@user-hd3pl9jw4y,"팝 말고, 한국 곡으로도 플레이리스트 짜주시면....안되겠죠? ㅠㅠ 바뿌시니까...그쵸? ㅠㅠ 휴..."
@user-rk4dv9nb9p,가슴삼두 조지러 왔습니다ㅎㅎ
@sullcee0927,2/288:41
@user-ql2ff6eg9f,썸넬 적응 안되네ㅋㅋㅋ
@user-gu5qz4jj9z,이 썸네일 볼때마다  도대체가 적응이 안됨..미.......이남 이심돠  크크크크크크크크크킄ㅋㅋㅋ
@user-li2wz2mq9o,광고 없다는디 바로떠버림
@user-nf9mw5uu1x,51:45
@soong_y,썸네일이 이상해요 잘생겼어요
@user-rc2ek4ro7b,난 몇등이지? 잘듣고 가요
@LOL_MASTER05,광고 없다면서유.. 시작하자마자 광고 나오는디
@user-fo4zx3hy9z,1:18
@user-cb6wp3ob8y,감사합니다. 구알댓
@user-gl2vs2ur8c,둠칫 둠칫 두둠칫
@shinrui3704,광고 없다며 2개나 있다
@hoon9291,0:01
@user-ke6sy5bb8w,썸넬 무슨 일@.@
@PPAK_SE,조쿠만
@ssugsemitv810,4:00:00
@lalalalalala-ek6ih,"운동복 구매, 필라테스 수강 모두 국민네고 핏팔에서 참여하세요! 지금 신청하면 룰루레몬, 필라테스 수강 선착순 10명 50% 할인해드려요! https://fitpal.me/"
@___hoo_p,광고 업대매
@user-pt4if1gt7m,드가자마자 광고가 있는데요..
@user-xy2yf3hh2g,썸넬 누구시죠
@user-ih7yx4zf4x,광고 첨부터 나오는데요 ?ㅋㅋ
@user-gb8sv8ig9g,틀자마자 광고나오는디?
@user-cn9dc1ui6i,strangr bre%w
@user-hm1sj5wk1u,광고있음ㅡㅡ
@user-qn3cn3dj6v,광고업다매요
@gdgfe,내가 일빠네?
@user-ee8wo2tb1k,ㄷㅈㅇㅇ ㅇㅌ
@055051053,나하곤 쫌 안맞네
@gurutose,오호
@user-xi6tb7hm2z,ㄱㅂ
@user-sy6tf7on2t,7 8 9  10
@eunjun0612,내가 4빠?
@user-bp7wx5sw4j,@38:30
@user-ie1vy1sl8p,오늘경기
@user-vf5nf5vu8j,ㄱ
@user-ej6rd3tr5e,빠방바
@user-vf5nf5vu8j,ㄲ
@user-ss2be2xi2y,4.1
@user-mn3ot2ie3l,ㄷ4ㄷㄷ1
@sangjoonlee3729,ㅔ
@user-ov4bq2sy8n,18
@user-lq8qo5nz3j,1234567
@user-qc3ml8ei1h,ㅂ
@user-ty1vy4bn2f,이런음악이 웨이트에 맞다고보나요?졸립지않나?
@user-xx8ek1or7q,1:07:39
@user-om4mr5wb3u,1:07:40
@user-vf5nf5vu8j,ㄱ
@user-tu5gm8xq1b,1:07:40
@user-jo9fv5sm8e,1:07:39
@user-qr6dg5yj2t,1:07:39
@user-ve6hh5bt7u,1:07:39
@tekone4928,1:07:39
@user-sv5sb7yd1v,1:07:39
@user-ci8iu8pi4d,1:07:39
@user-kb3lw4uh6m,1:07:40
@user-df7vi2ry5h,ㄱ
@yttkd92,ㄱ
@user-vq8yl6iv8d,ㅣ
@user-vf5nf5vu8j,ㅣ
@user-ge4ko9il9e,q
@antking5598,4
@TV-qt3yr,ㆍ
@user-jq5vm6in5y,비
@user-ij6pc4fe5p,00
@JhJo-ru9ln,A
@user-rn1yy3vt1l,광고있구만..개어이없네
