@user-mz2hw3ih8k,노래 다 넘 좋아요
@ivorylee,드라이브가고싶당 노래랑 영상이랑 넘 좋아요!
@dmam_,"악 드라이브 플리,.. 다 너무 좋습니다… ㅜㅜ"
@parkgold1,와 시험공부 중인데 너무 노래가 좋아요
@Mfive22,Good. This playlist is perfect
@winkyidol08.03,좋은 음악 감사합니다♡
@user-vh5vc3cb7f,첫곡이랑 영상 진짜...찰떡..
@chris-xh9eg,여행 끝나고 공항에서 비행기 기다리는데 이 플리를 들어버렸다 다시 비행기 예약한다
@siyoungyou2564,매일매일 일 하면서 듣고 있다는~ 일 집중 잘되고요 때껄룩님 감사하고요
@user-ly6fc3jx8w,틀어놓고 한잔 하고 있어요   술도 안주도 맛없는 기분인데 음악은 맛있네요  오늘의 위안은 술이 아니라때껄룩님 음악 같아요 
@user-fk5zw7lb7k,와 모음집 너무 좋아요
@user-gx8xk7sl8d,개좋아 진심..
@chebiphea,제일 좋아하는 플리였는데 다시 올라왔군요ㅎㅎ
@user-gj2kk4pd5i,플레이 리스트 넘 좋아서 바로 구독 눌렀습니당 
@xoxo940910,첫곡부터 존나 영상이랑 어울린다퇴근길에 딱 영상처럼 노을+어스름한 하늘빛 보면서 창문 열어놓고 바람쐬며 양화대교를 지나쳐~~~~ 크...그게 금요일이라면 더할나위 없이 행복하겠다
@bbombbom,"첫곡부터 마쳣잖아요,.. 딱 내가 원하는 감성... ?"
@kmj6083,첫 곡 넘 좋아요 
@ryuuu9777,전부 다 좋은 곡이라 넘어갈 곡이 없네~!
@user-gh5my7kv9n,사실 이건 드라이브 안해도 드라이브하는 거 같아서 조아 … ^^
@user-vs9bh4oi2m,차크닉와서 차에 누워있는데 ㅋ음악들으니 급 드라이브 가고싶어지네
@soyeoreum,"소중하다,.. 때껄룩 채널 옛날 기억도 나고"
@GOLD2504,음 좋네요...끓어오르던 마음이 차분해 지는 느낌이네요. 여행 가고 싶네요 갑자기
@user-ks9nm6mj8q,여행 갈때는 그렇게도 신나는데 여행 끝나고 집 돌아올때는 또 지치잖아 그 때 딱 창문 열고 시원한 바람이 얼굴 스치고 노을도 핑크빛으로 물들은 거 보면 너무 기분이 몽글몽글 하더라 수많은 도시 불빛들 속에서 차타고 달리는 기분이 말로 표현하기 여려운 감정을 주더라고++ 헉 좋아요 117..?
@-jee1996,드라이빙 시리즈 모음집 센스  넘모 조쿠요
@stepupmanager4070,첫곡은 언제 들어도 한강가고 싶어지는(?) 느낌을 준단마랴..
@user-ph9ur5yv6f,내가 좋아하는 노래만 있다 어쩜 좋아 sincerity is scary까지
@boygood1053,첫곡 멜로디 듣자마자 따봉 눌렀습니다 감사합니다
@user-bz4hh6ni5z,내가 이걸로 때껄룩을 알게 됐지 스위트커피로 시작하는 플리도 덕분에 참 좋아하는 플리입니다
@user-br8jb9gr2r,노래 정말 좋네요.. 타고 있는 모닝이 벤츠가 되는 느낌이에요
@user-vj5gz6mb5b,음질대박~~♡
@user-ke4xd3yt4g,너무 좋아요
@user-jf3hm6mr8d,카세트 테잎 늘어 날때까지 듣고 싶으다 ㅎㅎ
@SeoulGameRoom,너무 좋다
@ubermensch5059,불과 며칠 전에도 이거 들으려고 왔었다 안보여서 아쉬웠는데 다시 올려주시다니 더욱 열심히 들어보겠습니다
@user-mt8ne8st6o,진짜 막 스윗한 팝송 그런 느끼한거 개싫어하는데 leave before you love me 하고 cheers는 미쳤다;
@TheJH777,이런 영상이 있는것도 대박이다ㄷㄷ
@mjp8914,최애리스트들
@user-fj2oo2oi7j,개좋네...
@yeonjuyeonju,길게 다시 올려주셔서 사랑합니다
@user-ev5tn4cu5g,한때너무들어  고막이 너덜너덜 해진  곡들이네그래도좋다.땡스
@user-ll7zo2lg8f,오케이 기성이랑 드라이브 할 때 무조건 이 플리
@essence2034,이 채널의 커뮤니티는 최고입니다. 독성이 없으며 여기 있는 임의의 사람들이 자신의 이야기와 생각을 식히고 남길 수 있습니다. 이 글을 읽는 사람은 인생에서 멋진 여행을 할 수 있기를 바랍니다 :)
@user-xc7dh9cn8p,풀버전 더더 풀버전을 원합니다.
@Vesculture,재생목록 너무 비슷해서 깜짝 놀라고 구독하고 갑니다;
@user-kd2ql8fb9t,Saint Motel의 Preach 도 정말 드라이브 전용 노래입니다. 한번만 들어주세요 다들 제가 이 노래 안좋으면 내 손에 장을 지짐
@moon7461,좋은음악감사해요
@Jane-zp8zn,책 읽으면서 틀어놨는데 책을 못 읽겠네요.저절로 노래 감상하게 되요.노래 들으면서 드라이브 가는 상상을 해봅니다.책상 앞에 앉아서.. >_<
@user-yt2cl5vz3w,잘 듣고있습니다
@Bebek-xf9yi,최고다 완-벽!
@user-pb8qr7ho6r,ㅋㅋㅋ  옆차선에서 노래 제목 알켜달래 ㅋㅋ 이름 잘 지었네요
@user-bt6sp8eg3x,저 때껄룩님 보고 립비포유럽미 좋아하게됐는데ㅠㅠㅠㅠㅠㅠㅠ
@Ji-eunchillmood,나는 이것을 공유할 수 있는 사람을 만나기를 기다릴 수 없습니다. 나만큼 이 음악을 즐기는 사람을 몰라
@AMUKIM-hi9pf,잘 들을께요~
@JungGeumbi,하 기말인데 이 노래 듣고 다행히 죽진 않겠네요
@JameStar1004,드라이브할때 듣기좋은 노래플레이리스트입니다~?? 모두 즐거운 하루 보내세요~https://youtu.be/Y8lToQv1sS4
@thinreviewerkim233,첫곡이 듣게 만드네요......
@user-nh1ip6nt6s,이 노래 틀고 운전하니까 뒷차가 쌍라이트 키고 빵빵 거리더니 옆차선으로 와서는 ...
@hogidesign,때껄룩에 입문하게 된 플리였어요
@user-op1dk5mf8u,USB에  넣어서 차에서 듣고싶은데요 .  어떻게 하면 될가요 ? ㅠㅠ
@ChillinMood12,
@user-um9dt1zi8z,"아침 축근 길 ,  자동 차 운전으로 출근 하시는 분 들  ,  음악 감상하며 , 오늘 , 하루 도  화이팅 입니다 ...,태양의   남자  ,     이부형 이 가 ...,"
@user-dh2bq4po7y,때껄룩님 챕터 잘못 표시돼있는건가요?
@user-rg5hg1cj9f,최고
@NoCopyrightMusic16,Sounds good
@user-fv1sx5kh1d,드라이브 플리 하나더 잇지 않았나요 ㅠ?
@iutopiau,아 중복인가했는데 총모음이였균
@villapiano654,
@djsunga8851,"lol around the one hour mark, the driving scenes are in Las Vegas. I wonder what other cities are featured in these clips."
@globaltvex12,혹시 운전은 물론은 없나요? 첫곡이 finer things 였던거같은데…
@user-tp4bc9dc5s,오늘 내 하늘은 때껄룩이 다그렸다
@yys494,
@muk474,다 좋다
@DAE_JEON_,하아아ㅏㅏㅏㅏㅏ 미쳤어요오오
@civiem2149,Nice
@ramenkim4411,좋아유
@minjin1158,
@moon7461,????
@L-POP,옆차선에서 노래 소리 줄이고 조용히 좀 다니라고 하네요
@judyannmartin4039,NICE
@moon7461,달리자요~~~~~♡♡
@sincerityisscary7,뭐냐 방금 이거 듣고 있었는데 ㅋㅋㅋㅋㅋㅋㅋ 모음집으로 올라왔네 ㅋㅋㅋ
@user-db9is8wb4t,옛날에 이 영상 본거같은데..?!?! 첫곡도 똑같은거같은데?! 그때 내가 분명 좋아요 눌렀는데
@jyh5027-jwonder,이것만 mp3 추출이 안대네
@marketg1612,세번째쯤 피치 나온거 보곤 바로 구독 등 손절함
@user-ej3de3lq2f,1시 43분 쯤에 병맛노래 잇네요
@bitnanun,갓본 석양보소
@kwakhea,이거지 이거지~
@user-tf6uh7mk5b,3:34:11
@gksdkflkwlkrfwoegw,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@user-xt5qb1bs9v,3:34:10
@user-dy7nt9mp8n,론리 더위크앤드꺼아님?
@user-tc8cz4ei8c,3:35:00
@user-dv1se4fz6u,서울에서 남원까지 간드아
@user-vj8ff7jt4f,1:30:39
@user-iz7jj8dv7j,아니   토카줌  니들때문에 몰래 보다가 여친한테 걸림 어떻할꺼냐
@esfp8585,19:09
@user-vv6un4kx7m,20:00
@user-wm8tw2nq8v,10:32
@user-dp4cz5hg3w,오옹
@user-nw2zb2cs4x,영상 한국인가요?
@ahhsooni,1:43:11  Imagine Dragons - Monday노래 개ㅈ같음
@artjet838,ㄴㄱㄴ
@origino4699,머임 왜예전꺼 또올리심
@user-cm3iz1cf1m,데자뷰없네
@user-ib1ev4lr2p,먼ㄴ일이고
@artjet838,ㅅㄴㄷㅇ
@user-iu3jl7bx7c,ㄹ1
@user-zk6ft4ex7z,d
@user-dd5kd3xl4d,3:34:11
@user-rp9hy2iy4j,3:34:11
@PlaylistCurator,"오랜만이야. 사랑한다. TIME LINE 00:00 적재 - 나랑 같이 걸을래 (바른연애 길잡이 X 적재)00:00 적재 - 나랑 같이 걸을래 (바른연애 길잡이 X 적재)03:47 존박 - Falling03:47 존박 - Falling07:29 죠지 - 바라봐줘요07:29 죠지 - 바라봐줘요11:40 임상현 - 비가 오던 밤11:40 임상현 - 비가 오던 밤15:37 10CM - 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)15:37 10CM - 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)18:45 지코 (ZICO) - 사랑이었다 (Feat. 루나 of f(x))18:45 지코 (ZICO) - 사랑이었다 (Feat. 루나 of f(x))23:15 폴킴 - 너를 만나23:15 폴킴 - 너를 만나27:54 데이먼스 이어 (Damons Year) - yours27:54 데이먼스 이어 (Damons Year) - yours30:39 백예린 - 031030:39 백예린 - 031034:37 개코, 권진아 - 마음이 그래34:37 개코, 권진아 - 마음이 그래38:18 샘김 (Sam Kim) - Love Me Like That38:18 샘김 (Sam Kim) - Love Me Like That41:49 오존 (O3ohn) - 우리 사이 은하수를 만들어41:49 오존 (O3ohn) - 우리 사이 은하수를 만들어45:13 우효 - 민들레 (single ver.)45:13 우효 - 민들레 (single ver.)49:25 크래커 (CRACKER) - 너의 바다 (Feat. 김호연)49:25 크래커 (CRACKER) - 너의 바다 (Feat. 김호연)52:44 검정치마 - EVERYTHING52:44 검정치마 - EVERYTHING57:37 초승 (CHOSNG) - see you there57:37 초승 (CHOSNG) - see you there1:00:37 선우정아 - 도망가자 (Run With Me)1:00:37 선우정아 - 도망가자 (Run With Me)1:05:07 멜로망스 - 선물1:05:07 멜로망스 - 선물1:09:28 주영 - 처음 (Feat. SOLE)1:09:28 주영 - 처음 (Feat. SOLE)1:12:53 구원찬 - 너는 어떻게 (Feat. 백예린)1:12:53 구원찬 - 너는 어떻게 (Feat. 백예린)1:17:03 적재 - 잘 지내1:17:03 적재 - 잘 지내1:20:35 이영훈 - 일종의 고백1:20:35 이영훈 - 일종의 고백1:24:18 SOLE (쏠) - Slow1:24:18 SOLE (쏠) - Slow1:28:20 정아로 - 마음1:28:20 정아로 - 마음1:31:45 소수빈 - 잘 되길 바랄게1:31:45 소수빈 - 잘 되길 바랄게1:35:17 구름 - 지금껏 그랬듯 앞으로도 계속1:35:17 구름 - 지금껏 그랬듯 앞으로도 계속1:39:11 제휘 - Dear Moon1:39:11 제휘 - Dear Moon1:44:10 성시경 - 너의 모든 순간1:44:10 성시경 - 너의 모든 순간1:48:13 권진아 - 위로1:48:13 권진아 - 위로1:51:30 존박 - 이게 아닌데1:51:30 존박 - 이게 아닌데1:55:37 Colde (콜드) - 또 새벽이 오면 (Feat. 백현 (BAEKHYUN))1:55:37 Colde (콜드) - 또 새벽이 오면 (Feat. 백현 (BAEKHYUN))1:59:35 그래쓰 (GRASS) - 와락1:59:35 그래쓰 (GRASS) - 와락2:02:52 죠지 - 좋아해.. (바른연애 길잡이 X 죠지)2:02:52 죠지 - 좋아해.. (바른연애 길잡이 X 죠지)2:07:00 크래커 (CRACKER) - 크래커2:07:00 크래커 (CRACKER) - 크래커2:10:21 샘김 (Sam Kim) - 향기2:10:21 샘김 (Sam Kim) - 향기2:14:20 김뮤지엄 (KIMMUSEUM) - 우린 이미2:14:20 김뮤지엄 (KIMMUSEUM) - 우린 이미2:18:18 네이비쿼카 (NavyQuokka) - Sometimes2:18:18 네이비쿼카 (NavyQuokka) - Sometimes2:21:29 최유리 - 동그라미2:21:29 최유리 - 동그라미2:26:24 그래쓰 (GRASS) - babyblue2:26:24 그래쓰 (GRASS) - babyblue2:30:12 초승 (CHOSNG) - 호수2:30:12 초승 (CHOSNG) - 호수2:34:21 Crush - 잘자 (Feat. Zion.T)2:34:21 Crush - 잘자 (Feat. Zion.T)2:38:04 정바스 - 밤이라서 하는 말 (Feat. Jozu)2:38:04 정바스 - 밤이라서 하는 말 (Feat. Jozu)"
@hotson8282,요즘 내가 좋아하는 분위기가 있는데 그 분위기를 더 극대화 시켜주는 플리같다 넘 좋아요!!
@hunyoon3253,노래 너무좋아요~ㅠㅠ 요즘 날씨많이 풀렸는데 요즘 날씨랑 딱 잘맞아요 힐링된다 ㅠㅠ
@oioi_iiililiiil,비가 오던 밤 여기서 처음 들었는데 진짜 좋네요 
@user-zu4od4qi9c,와 진짜 제목 그대로 누워서 듣다가 나오는 노래들이 다 너무 좋아서 일어났어요...대박
@user-pb3jr5wz1j,우연히 들렸었을 뿐인데 마음이 술렁거리는 음악들에 저도 모르게 듣고 또 듣고 있더라고요. 행복한 시간 만들어 주셔서 감사합니다^^
@user-gj8ym6vz4b,진짜..한곡 한곡 넘어갈 때마다 심콩해요 진짜로..사랑합니다...
@jeong1607,"딱 제가 좋아하는 노래들이에요… 진짜 힐링되는 느낌,. …제 취향입니당.., 넘 좋아요"
@user-pg9tj4xz1j,우연히 들었는데 한곡한곡 다 제스타일만 모여있네요 너무좋아요 정말.. 회사에서도 듣고 혼술할때도 듣고 그냥 다 좋아요 최고...ㅜㅜ
@eunjic5231,아무 생각하기 싫고 누워 있고 싶을 때 듣기 좋은 플리 비 오는 날에 들어도 좋네요 :-)
@user-ye4tc4uh1g,진짜 플레이리스트 미쳤다 듣고싶은곡을 모아놨네
@cloud_nine-ni2by,새로 발견한 띵곡들을 많이 건지게 해주셔서 감사합니다
@main_sung,심신이 안정되는 곡들이 많이 있습니다. 고맙습니다. 덕분에 안정되는 기분이 듭니다.
@user-vf3uj1cu4t,진짜 좋은 노래만 있네요?? 힐링 제대로 하고 가요ㅜ
@user-du4ni8sq4l,와.. 이 플리 맛집이네.... 제가 자주 듣고 있는 곡들이 많아서 반가운데다 다른 곡들도 차분하니 좋아용ㅠㅜ
@user-jr1ir1dw7k,진짜 너무 좋아요 이거 무한반복. 만들어주셔서 정말 감사해요
@user-fx8ik5yt4c,"알바할때 점장님이 틀어두셨는데 제목이 가물가물해서 집오자마자 누워있는 플레이리스트 검색해서 드디어 찾음,,,,,,하 진짜 다 너무좋은 곡들 ㅜ"
@user-bx2wc7nh1n,잡다한 생각이 많아 아무 생각없이 책장을 넘기고 싶었는데 눈에띠네님의 좋은 선곡들 덕에 오랫만에 기분 좋은 새벽을 맞이할 수 있었어요 감사합니다:)
@user-dt9fm7ot2j,진짜 눈감고 누어서 듣는데 마음편하다 크~
@user-ennniu,진짜 아무것도 하기 싫은데 해야 할 건 많은 이 설움을 눈띠 플리 들으면서 풀어야지ㅠㅠㅠㅜ 항상 좋은 플리 고마워요
@user-lt5tk3yn6i,몸이 아파서 힘들었는데 노래듣고있으니까 기분은 좋아지네요~~^^ 감사합니다 이런거 올려주시고 바로 구독눌렀습니당
@2002ksg,진짜 누워서 아무 생각하기 없이 듣고 있습니다.~^^
@eunjic5231,가을 타고 싶을 때 듣기 좋은 노래모음
@user-hf3wf7ro1t,몇 달간 노래를 못 듣다가 이제야 듣기 시작했다너무 듣고 싶었지만 시간이 필요했다들으니까 좋네..
@wkj001,오랜만에 falling 들으니까 너무 좋아요!!!
@user-yx3ch2ed7e,노래가 저의 취향을 반영한 것들만 있어서 너무 좋아요!
@HI-sm4sg,리스트 너무 좋아요~~~. 여기에 호피폴라의 너의바다도 어울릴 것 같아요!!
@afaq3,??????? ????? 
@zze9443,존박 폴링 진짜 자주 듣던 노래였는데오랜만에 들어도 넘 좋네여. 이제 가을되면 자주 들어야지ㅎㅎ
@03Rokmc942,너무좋은곡들 알게되고 잘듣고 갑니다 행복하세요
@ung2ee191,노래선곡 진짜 아름답네요 진짜로
@user-lp5xp7ws5q,노래 다 좋다ㅠㅠ
@hwavelet_,미친 플리 !!!! 그냥 내 재생목록 그자체 … 
@Ali-sb5nz,저는 이라크에서 왔지만 한국을 사랑하고 앞으로 꼭 한번 가보고 싶네요 지금은 조용히 노래를 듣고 공부에 집중하고 있습니다 모두 행복한 삶을 빕니다 
@haerang2114,아직 다 안 들었는데 그냥 노래 목록만 봐도 좋은 노래밖에 없네 사랑해요
@smf3788,리스트 너무조아요
@user-gb1fq1fq6r,진짜 나오고부터 맨날 들어요 일하면서 에어팟끼고 하루종일 들어요 너무너무 좋아요 최고야 짱이야
@dainlee5384,"와 이렇게 좋은 플리는 처음이이에요,,내일 수학2 시험 잘치게해주세요,,,,,,,,ㅠ"
@user-eu4no3wu8h,우연히 듣게된 음악 너무좋네요 하늘에 별보고 마당정자에 누워서 아무 생각없이 들어요
@user-rk5dq9qs1p,마음이 따뜻해집니다 ^^
@user-xi6de7oh9z,진짜 내가 일주일에 세번씩 찾는 플레이리스트임..
@user-vr2ql2jy4y,헐 초승님 노래가 있네...57:37 2:30:12여러분 초승님 노래 많이 들어주세요! 금요일에 공연 보러 가는데 너무 기대되네요
@illume502,힐링하고 갑니다...♡
@user-gg6qr7oi2j,아니 어떻게 제가 다 좋아하는 곡이예요… 제 플리 빼다박은줄ㅠㅠ 사랑해요
@kitaepark8993,와 존박형 풜링 첨들어봤는데 엄청 좋네용.. 이 노래 하나로 구독 박고갑니다.
@user-vu3gf3qm5n,퇴근길 지친 몸과마음으로 운전하면서 들으니 너무 좋아요
@veryberry2843,진짜 좋아 늘 그렇듯이 
@user-ps8jq5eh6x,"1:29:42 진짜 너무 취저 플리 ,,"
@user-wy7xt5rq4n,멜론에 플리 있으면 좋겠다
@remon1109ify,잔잔한 음악도 좋네..
@user-gr2sq9md5j,이 감성 너무 좋다  눈띠 플리 사랑해요
@user-mw1tg8ft4q,넘나 힐링이네용
@shy1252,정말 위로받고 있어요!! 감사해요~ 
@zoranavra1582,한곡 한곡 요즘 듣기 딱 좋은 노래들..
@user-to6ky9yr6f,적재 노래 진짜 잔잔하니 넘 좋다
@white_mass,완벽 그 자체 플레이리스트!
@user-e9018,완벽한 플레이리스트
@user-ff2ks4en6i,뭔가 하루를 정리하고 싶을 떄 들으면 극락 갈거같은 플리네요..사랑합니당..
@user-io8fi6xm7u,걍 들을려고 들어왔다가 나랑 같이 걸을래 나오자마자 진짜 육성으로 헉 함 너무 좋아 진짜 와 분위기랑 딱 맞음
@user-xt2wg5qp7m,15:37 이 노래 너무 좋다… 좋은 노래 얻어갑니다
@bowbanban73,???????????????? ????????????????? 
@user-tw5xh3yd9u,누워서 첫 곡 듣는 순간 아 이거 많이 들었는데 하고 바꿀까 했는데 듣는 순간 바로 맘 사악 편해짐
@rAin-rw1ql,고등학교 3학년이 되어서 앞으로 진로 생각에 고민이 많아지고 생각도 많아졌는데 이걸 보고 잡생각이 사라지고 정신이 맑아진 듯하네요 좋은 영상 감사합니다.
@user-sy4yt6te3f,헐  나  그림 그리고  있는데 이 노래 듣고 있어요 ㅎㅎ 힐링  
@user-vt8vo7rj3v,비오는 어느 새벽에 좋은노래 듣고 가요
@user-vu3rr5su4d,너무 좋으네요..
@bullycat,방금 슬펐는데 꽤 위로가 되었어요ㅎㅎ 감사합니다ㅎ..
@user-gr9yd5bk3c,이정도면 눈띠 나랑 영혼공유한 정도다.. 진짜 플리 최고에요ㅠ
@user-xy2le7re9t,이 플리 최고다..
@user-ym7ju7du6o,ㅠㅠ너무 좋아요..........ㅠㅠ
@cy159,왕좋아요 모르는 노래 잘 안 듣는데 다 좋아요 좋아하는 노래도 많이 있고
@user-ew6qt1iw2h,개좋다
@user-fl8ff9oi4f,진짜 사랑해요 눈에띄네..눈에띄네 덕분에..띵곡과 함께 살아갈수 있습니다아아!!
@moomooha2132,멜론 플리로 추가되는 링크좀 공유해주세요 ㅜㅜ특히 이번 플리 너무 취저라서 멜론에 저장하고시퍼요.!
@llllllllllllllllllllllllll3750,좋아하는 애가 추천해줬는데 이제야 끝까지 듣네요
@plusone881,너무조아요 ㅠㅜㅠ
@yeonjisvlog5161,초6 초등학생입니다. 평소 학교에 빨리가 이어폰 꽃고 노래 들을 때 눈에띠네님 플라를 잘 듣고 있어요. :) 이런 좋은 플리 만들어 주셔서 감사해요.가끔 학교에 와도 하기 싫을 때 이 플리를 들어요. 다시 한번 이런 좋은 플리 만들어 주셔서 감사합니다 : )
@user-xk5pi3zo8e,우와.. 영상하나보고 구독한적처음이예요 잘듣고가요
@user-we8by7sg3x,"어마마????  넘나 오랜만에 들어와,,ㅠㅠ 항상 좋은노래 고마워 :)"
@heoseo527,취미활동 하면서 들어도 좋타
@user-qw6vo5dk6l,다 모르는 노랜데 다 좋당 ㅋㅋ
@si._.hyun1121,왜 이렇게 좋은노래를 듣는데 울음이 나오는거지? 사실은 친구들이 내 뒷담까서.. 그걸로 어쩌면좋지 나 이제 학교생활 어떻게 이런 생각을 하다 머리가 복잡해서 이 노래 들어왔는데 속상함이 밀려와서 그냥 울음밖에 안나온다…
@goldensoup1533,누가 제 플레이리스트 가져다 놓은줄 알았어요  멜론 해지하고 방황 중이었는데 자주 들으러 올 것 같아요~
@user-ez8qy7nz6m,잔잔한 노래는 달달 연애세포 자극하는 노래들이구나...... 자아성찰 자기애 상승하는 노래 모음은 없낭
@JJeong54,"눈띠 너무 오랜만이야,, 오늘도 잘 들을게><"
@user-nm9ke2hh4o,알고리즘이 내 기분을 아는가봐 개신기해 차타고 멀미나서 아무생각안하고 싶은데 노래듣고싶어서 딱 유튜브틀었는데 이거 나옴
@user-ur2rm3mp5i,졸업식날 새벽에 잠이안와서 듣고있네요2022 저에겐 여러모로 최고로 ~~한 해였는데여러분들은 어떤가용.. ㅎㅎ
@user-nl1iw1gf8g,노래 좋다
@Yullp90,이 댓글 보신 모든분들 건강하시고 행복하세요!당신도요
@user-osnuoeh,와 이제와버렸네 오늘도 노래 완전 좋고...잘들을게요 눈띠
@jk00zz,??? ???? ??.
@sarang_kim,마음을 쉬면서 듣는중.. 겁나 좋다.. 근데 아무리 귀찮아도 밥은 먹어야겠음 배고픔
@50000volt,오늘 오랜만에 올라온 것 같은데...?아무튼 여름에는 에어컨 틀어놓고 얇은 이불 덮은 다음에 눈띠 들으면서 핸드폰하는게 짱이지! ㅇㅈ?? つ ?_? ?つ
@mi-fc5zi,오랜만이에요 ㅜㅠㅠㅜ ??
@user-mf2eb2ts8e,"우리사이 은하수를 만들어 넘 좋아요 여러분 ㅠㅠ 검블유 너무 재밌으니깐 꼭 보세요,,, 원래 드라마 끝까지 보기 귀찮고 잘 안끌려서 안보는 사람인데 억지로 1화 봤다가 잼써서 끝까지 다 본 사람 입니다!!….장난 아니에요ㅠㅠ이 댓글을 보시는 분들께선 꼭 보시기 바랍니다 ㅎㅎ"
@Dbdb-_-,아무생각 없이 툰 볼때 좋겠다 감사합니다 ㅎㅎ
@user-ci2ct1ld6w,누워있기가 젤조아요ㅋㅋㅋㅋ
@qqm2185,눈띠 아침부터 듣는데 너무 좋다 사랑한다 
@andrewtaylor1067,에어컨을 틀고 너랑 같이 누워서 이불을 덮고차가운 바람이 살랑이지만춥진않은 그런상태에서듣는 노래.
